customer_id,first_name,last_name,date_of_birth,gender,region,account_open_date
164,Patrick,Lin,2004-01-20,Male,Eldoret,2021-05-04
165,Jennifer,Mendoza,1997-02-27,Female,Eldoret,2023-03-10
166,Bryan,Gregory,1975-01-26,Male,Kisumu,2022-03-12
167,Katie,Brown,2001-02-14,Female,Nairobi,2021-09-05
168,Caleb,Huffman,1965-05-04,Male,Mombasa,2020-10-21
169,Curtis,Gilmore,1978-08-13,Male,Kisumu,2018-08-09
170,Sean,Larson,1995-03-09,Male,Nyeri,2022-07-28
171,Sarah,Day,1980-10-07,Female,Nairobi,2023-04-17
172,Matthew,Henderson,1994-01-16,Male,Mombasa,2018-10-04
173,Sandra,Lee,1973-03-20,Female,Nairobi,2021-07-27
174,Kevin,Gentry,2005-01-15,Male,Kisumu,2023-04-26
175,Mark,Mercer,1998-01-18,Male,Eldoret,2020-10-28
176,Robert,Freeman,1968-03-17,Male,Nakuru,2018-03-30
177,Jonathan,Vance,1991-10-04,Male,Kisumu,2023-09-30
178,Timothy,Martin,1966-07-05,Male,Nyeri,2022-05-05
179,Andrew,Davis,1974-05-11,Male,Eldoret,2018-02-23
180,Mary,Davis,1988-05-27,Female,Nyeri,2022-04-21
181,Jordan,Pena,1985-05-29,Male,Nairobi,2023-03-24
182,Michelle,Bernard,1995-01-05,Female,Nyeri,2021-01-31
183,Lisa,Moody,1986-05-19,Female,Nakuru,2022-05-17
184,Kerry,Walton,1974-08-09,Female,Nakuru,2022-08-20
185,Victoria,Donaldson,2002-10-21,Female,Mombasa,2020-02-20
186,Justin,Henderson,2005-11-25,Male,Nakuru,2018-08-01
187,Bryan,Bowen,1970-03-17,Male,Mombasa,2021-11-29
188,Jennifer,Reid,1999-04-12,Female,Eldoret,2019-11-26
189,Elizabeth,Taylor,2007-03-06,Female,Kisumu,2023-07-05
190,Rachel,Thompson,1966-01-10,Female,Kisumu,2018-01-15
191,Jennifer,Simon,2004-03-29,Female,Nairobi,2018-04-15
192,Kenneth,Reynolds,1987-09-24,Male,Mombasa,2023-02-03
193,Donald,Griffin,1983-02-17,Male,Kisumu,2021-07-25
194,Laura,Cross,1991-08-20,Female,Eldoret,2023-03-18
195,Joseph,Brown,1988-07-31,Male,Nakuru,2018-05-22
196,David,Hardy,1963-06-02,Male,Kisumu,2019-07-23
197,Jennifer,Harris,1982-03-13,Female,Eldoret,2019-01-08
198,Matthew,Wright,1993-11-26,Male,Nairobi,2018-09-06
199,Timothy,Ryan,1984-03-05,Male,Eldoret,2020-10-08
200,Rebecca,Blackburn,1961-11-09,Female,Nairobi,2022-11-19
201,Anthony,Brown,1993-11-21,Male,Nairobi,2020-12-12
202,David,West,2002-03-18,Male,Kisumu,2021-12-08
203,Brenda,Harrison,1978-09-26,Female,Kisumu,2023-09-26
204,Kimberly,Smith,1971-01-13,Female,Nairobi,2021-07-09
205,Shawn,Burke,2000-01-29,Male,Nakuru,2018-11-14
206,Sydney,Poole,2003-02-20,Female,Nyeri,2023-06-12
207,Sarah,Watson,1968-12-22,Female,Mombasa,2023-06-21
208,Nichole,Mckee,1977-07-17,Female,Nyeri,2022-11-07
209,Katie,Keller,1971-07-27,Female,Eldoret,2018-01-20
210,Rick,Patterson,1971-07-22,Male,Mombasa,2018-06-21
211,Sheryl,Randolph,1995-01-16,Female,Mombasa,2019-12-19
212,Louis,Pearson,1994-01-13,Male,Nakuru,2022-10-02
213,Jennifer,Mcmahon,1967-11-01,Female,Kisumu,2020-04-12
214,Peggy,Garza,1993-12-09,Female,Nyeri,2023-10-30
215,Sandra,Harrison,1964-09-07,Female,Mombasa,2019-08-15
216,Richard,Shepherd,1975-10-19,Male,Nyeri,2022-09-17
217,Angelica,Burton,1987-10-12,Female,Nakuru,2020-05-06
218,Seth,Mann,2003-02-03,Male,Mombasa,2023-01-09
219,Christopher,Hebert,1976-01-10,Male,Eldoret,2020-02-16
220,Veronica,Russell,1971-10-07,Female,Eldoret,2021-03-11
221,Dustin,Long,1998-11-30,Male,Nairobi,2020-10-25
222,William,Becker,1965-06-07,Male,Nairobi,2020-07-16
223,Donald,Murphy,1974-02-11,Male,Mombasa,2023-11-27
224,Dean,Crawford,2006-03-28,Male,Nakuru,2023-01-28
225,April,Nelson,1985-10-28,Female,Mombasa,2019-06-13
226,Kristi,Cordova,2001-08-23,Female,Kisumu,2020-07-28
227,Jeffrey,Neal,1987-04-24,Male,Kisumu,2021-11-05
228,Kathy,Ward,1999-05-08,Female,Nyeri,2023-03-09
229,Micheal,Sharp,1965-12-30,Male,Mombasa,2023-07-07
230,Tammy,Carson,1967-04-19,Female,Nyeri,2023-11-30
231,Kevin,Hawkins,1996-03-12,Male,Eldoret,2022-08-15
232,Sean,Wilkerson,1986-04-09,Male,Nairobi,2020-03-03
233,Jonathan,Gordon,1987-03-28,Male,Nakuru,2018-02-17
234,Hunter,Evans,1975-01-02,Male,Kisumu,2023-11-14
235,Anna,Mccann,1979-11-12,Female,Eldoret,2020-07-24
236,Alan,Leach,1987-05-17,Male,Nyeri,2020-10-07
237,Timothy,Burgess,2006-12-16,Male,Kisumu,2020-09-02
238,Roy,Mills,1998-04-29,Male,Mombasa,2018-08-14
239,Angel,Anderson,1994-10-17,Female,Mombasa,2019-08-22
240,Robert,Johnson,1990-06-11,Male,Mombasa,2022-09-30
241,Christopher,Kane,1972-06-14,Male,Nakuru,2023-02-07
242,Christina,Williams,1986-09-10,Female,Mombasa,2018-05-09
243,Joseph,Flores,1964-03-04,Male,Kisumu,2018-03-21
244,Adam,Miles,1970-12-30,Male,Eldoret,2022-08-15
245,Tom,Martin,1998-05-18,Male,Mombasa,2022-01-19
246,James,Anderson,1987-05-22,Male,Nairobi,2023-04-12
247,Brenda,Day,1997-03-12,Female,Mombasa,2018-02-11
248,Todd,Willis,2001-01-26,Male,Nairobi,2018-03-20
249,Laura,French,1983-10-17,Female,Nyeri,2021-09-24
250,John,Johnson,1975-06-21,Male,Nairobi,2022-04-06
251,Jacqueline,Yates,1991-09-18,Female,Nyeri,2019-06-28
252,Robert,Cox,1972-11-22,Male,Kisumu,2018-10-29
253,Jaime,Johnson,2001-08-06,Female,Kisumu,2020-06-25
254,Taylor,Martinez,1993-06-24,Female,Kisumu,2019-04-18
255,Austin,Perez,1963-02-14,Male,Nyeri,2018-09-04
256,Craig,Stout,2004-04-30,Male,Nairobi,2022-03-05
257,Frederick,Gibbs,1969-07-20,Male,Kisumu,2022-09-20
258,Bonnie,Gray,1977-11-08,Female,Eldoret,2019-12-07
259,Lance,Clark,1971-02-13,Male,Eldoret,2019-01-25
260,Anthony,Sharp,1993-10-04,Male,Mombasa,2023-09-14
261,Eric,Morgan,1967-07-29,Male,Nyeri,2018-12-11
262,Cynthia,Holloway,2000-06-15,Female,Kisumu,2020-11-13
263,Sean,Williams,2000-04-14,Male,Eldoret,2023-07-19
264,Andrew,Floyd,1971-08-02,Male,Nairobi,2018-10-22
265,Robert,Foster,1980-01-25,Male,Nairobi,2021-11-09
266,William,Lopez,1969-06-04,Male,Eldoret,2022-02-14
267,Brian,Stewart,1995-02-10,Male,Nakuru,2023-04-08
268,Stephanie,Garza,1971-04-26,Female,Nyeri,2022-05-11
269,Jessica,Turner,1987-06-13,Female,Nyeri,2022-07-15
270,Matthew,Gonzalez,1977-07-06,Male,Nyeri,2022-07-15
271,Lindsey,King,1995-10-26,Female,Nairobi,2021-02-10
272,Ryan,Chavez,2004-08-08,Male,Nyeri,2018-06-04
273,Paul,Garcia,1994-01-21,Male,Eldoret,2019-06-10
274,Oscar,Smith,1979-07-27,Male,Eldoret,2022-05-07
275,Megan,Villanueva,1984-06-17,Female,Nyeri,2019-07-17
276,Donna,Phillips,1987-02-18,Female,Nyeri,2021-07-28
277,Ashley,Padilla,1980-08-19,Female,Nyeri,2018-06-13
278,Christopher,Wallace,1999-08-12,Male,Nyeri,2018-03-10
279,Roger,Simmons,1997-07-13,Male,Nairobi,2021-01-16
280,Sharon,White,1968-07-04,Female,Nairobi,2019-12-16
281,Elizabeth,English,1983-03-20,Female,Kisumu,2022-11-16
282,Christopher,Novak,1974-05-29,Male,Kisumu,2023-05-09
283,Eric,Bowman,1999-11-26,Male,Nyeri,2018-09-04
284,Amy,Johnson,1972-03-31,Female,Nairobi,2021-06-07
285,Omar,Terry,1984-01-02,Male,Eldoret,2023-12-17
286,Victor,Pollard,1981-11-06,Male,Nyeri,2020-04-02
287,Keith,Jones,1969-07-16,Male,Mombasa,2019-05-09
288,Andrea,Robinson,1997-06-18,Female,Nakuru,2022-02-04
289,James,Chapman,1977-06-18,Male,Eldoret,2019-10-22
290,Stephen,Davis,1985-10-03,Male,Nyeri,2018-05-23
291,Jennifer,Owens,1978-01-05,Female,Kisumu,2020-06-06
292,Megan,Miller,1974-12-31,Female,Nyeri,2022-04-17
293,Anthony,Brady,1975-12-20,Male,Nyeri,2020-12-03
294,Lauren,Hines,1967-08-01,Female,Eldoret,2023-10-15
295,Anna,Lewis,1982-03-29,Female,Kisumu,2019-09-09
296,Laura,Miller,1990-08-09,Female,Eldoret,2021-08-02
297,Andrew,Benitez,1986-02-21,Male,Nairobi,2021-05-18
298,Michele,Sharp,1972-06-06,Female,Nakuru,2023-01-05
299,Andrea,Price,1963-04-27,Female,Nakuru,2023-03-25
300,Brenda,Huff,1999-05-03,Female,Nairobi,2018-08-27
301,Tina,Johnson,1988-12-21,Female,Eldoret,2022-10-21
302,Danny,Frazier,1978-01-09,Male,Nakuru,2022-04-15
303,Jessica,Long,1988-02-24,Female,Kisumu,2022-01-08
304,Brandon,Hoffman,1999-06-22,Male,Eldoret,2023-11-12
305,Aaron,Taylor,1985-11-20,Male,Nairobi,2018-10-27
306,Edward,Martinez,1961-06-14,Male,Kisumu,2019-07-03
307,Shelly,Leonard,1991-11-24,Female,Nyeri,2022-04-07
308,Roger,Chandler,1992-03-18,Male,Nairobi,2021-06-24
309,Tristan,Hess,1976-11-15,Male,Eldoret,2020-01-17
310,Carol,Vasquez,1997-10-11,Female,Nakuru,2022-10-04
311,George,Owen,1965-02-10,Male,Nyeri,2020-08-29
312,Marco,Figueroa,1987-12-29,Male,Nairobi,2018-12-26
313,Anthony,Burton,1964-05-01,Male,Nakuru,2020-11-01
314,Regina,Daugherty,1969-10-16,Female,Nairobi,2022-06-19
315,Allison,Kim,1972-11-30,Female,Kisumu,2018-05-03
316,Kyle,Reed,1971-09-28,Male,Eldoret,2021-06-28
317,Amber,Wallace,1982-11-24,Female,Kisumu,2023-07-31
318,Becky,Scott,1965-09-27,Female,Kisumu,2019-02-23
319,Ashley,Palmer,2001-12-16,Female,Kisumu,2022-06-12
320,Lisa,Williams,2005-07-02,Female,Nyeri,2018-09-08
321,Patrick,Hutchinson,1991-08-01,Male,Eldoret,2022-02-26
322,Nicole,Parker,1998-05-31,Female,Kisumu,2018-04-29
323,Elizabeth,Clark,2004-10-06,Female,Kisumu,2023-01-26
324,Mary,Clark,1969-07-31,Female,Nakuru,2021-11-07
325,Tina,Owen,1988-04-20,Female,Nyeri,2022-07-19
326,Anita,Long,1990-07-03,Female,Nairobi,2019-12-22
327,Kristin,Nolan,1987-09-29,Female,Kisumu,2018-05-16
328,Autumn,Craig,1967-10-07,Female,Eldoret,2023-05-07
329,Lisa,Diaz,1998-05-07,Female,Nakuru,2021-12-11
330,Ronald,Dunn,1979-07-24,Male,Nairobi,2021-12-10
331,Angela,Anderson,1978-04-07,Female,Eldoret,2018-04-16
332,William,Collins,1986-02-18,Male,Nyeri,2020-01-14
333,Teresa,Hartman,1970-08-14,Female,Nakuru,2021-06-01
334,David,Elliott,1974-10-09,Male,Nairobi,2023-04-27
335,Megan,Vasquez,2000-02-24,Female,Nairobi,2022-07-29
336,Melissa,Thomas,1992-07-03,Female,Nyeri,2022-09-13
337,Charles,Cunningham,1988-04-30,Male,Nairobi,2018-04-08
338,Christopher,Williams,1963-11-11,Male,Mombasa,2022-01-27
339,Lauren,Daugherty,1981-02-07,Female,Nairobi,2023-12-07
340,Jennifer,Davila,1981-09-12,Female,Nairobi,2019-02-01
341,Traci,Flynn,1995-03-22,Female,Kisumu,2019-06-29
342,Allen,Brown,2001-11-12,Male,Nyeri,2019-12-08
343,Darin,Brennan,1989-03-29,Male,Nairobi,2021-07-16
344,James,Callahan,1965-11-12,Male,Kisumu,2018-05-03
345,Amber,Blair,1993-01-19,Female,Nakuru,2022-07-07
346,Alexandra,Landry,1966-05-25,Female,Eldoret,2021-06-07
347,Kelly,Harvey,1961-06-15,Female,Mombasa,2020-04-22
348,Susan,Heath,1980-12-04,Female,Eldoret,2023-02-16
349,Jennifer,Clark,1977-09-29,Female,Kisumu,2023-05-25
350,Andre,Coleman,1973-05-27,Male,Eldoret,2020-10-29
351,Ryan,Thompson,1987-09-28,Male,Eldoret,2022-05-21
352,Matthew,Austin,1988-07-03,Male,Eldoret,2021-02-07
353,Amanda,Johnson,1980-11-09,Female,Nyeri,2023-11-15
354,Alyssa,White,1983-07-27,Female,Nairobi,2020-12-13
355,Jonathan,Neal,1985-12-04,Male,Nakuru,2021-03-14
356,Alexander,Simpson,1982-02-05,Male,Nyeri,2023-04-02
357,Christie,Foster,1995-07-03,Female,Nairobi,2019-07-25
358,Meghan,Young,2003-08-09,Female,Nakuru,2018-10-24
359,Christine,Miles,1977-07-27,Female,Eldoret,2019-04-21
360,Victoria,Doyle,1974-11-05,Female,Kisumu,2020-05-08
361,Stephen,Ramirez,1987-09-13,Male,Nairobi,2019-07-01
362,Melissa,Farrell,2003-06-28,Female,Nyeri,2019-05-02
363,Sherry,Mayer,1984-05-26,Female,Nakuru,2019-04-25
364,Patrick,Hart,1966-05-30,Male,Mombasa,2018-10-27
365,Tom,Howe,1962-02-25,Male,Mombasa,2021-09-28
366,Lisa,Smith,1986-10-15,Female,Mombasa,2023-05-22
367,Bonnie,Jordan,1970-10-25,Female,Kisumu,2021-06-22
368,Michael,Hansen,1983-09-19,Male,Nyeri,2020-11-30
369,Kevin,Jackson,1975-12-22,Male,Nairobi,2018-09-23
370,Ashley,Avery,1980-09-26,Female,Nyeri,2022-07-07
371,Taylor,Wilkerson,2006-01-11,Female,Nakuru,2023-06-26
372,Michael,Roberts,2005-04-21,Male,Nyeri,2023-02-19
373,Jason,Reed,1986-10-08,Male,Nakuru,2022-02-01
374,Michael,Robinson,1989-11-21,Male,Kisumu,2022-08-22
375,Sharon,Bradley,1962-02-26,Female,Nairobi,2018-07-11
376,Bruce,Carter,1969-04-07,Male,Nyeri,2018-10-13
377,William,Walton,1965-10-14,Male,Nairobi,2019-08-24
378,Christopher,Hubbard,1984-03-29,Male,Kisumu,2021-09-14
379,Vanessa,Andrews,2005-05-09,Female,Nakuru,2019-07-19
380,Peter,Rodriguez,1981-05-04,Male,Nairobi,2021-06-18
381,Carla,Dorsey,1999-10-04,Female,Nyeri,2019-07-09
382,James,Foster,2005-08-25,Male,Nyeri,2020-04-08
383,David,Moore,1988-07-01,Male,Nairobi,2019-06-20
384,Kevin,Jackson,1979-03-09,Male,Nakuru,2019-09-18
385,Robert,Mcbride,1982-10-29,Male,Nyeri,2019-01-22
386,David,Miller,1996-04-05,Male,Nairobi,2018-10-29
387,Alexander,Benton,1969-07-11,Male,Nairobi,2022-11-04
388,Elizabeth,Marsh,1998-01-01,Female,Nakuru,2019-11-06
389,Amanda,Doyle,1992-06-14,Female,Mombasa,2018-04-07
390,Shelley,Morgan,1998-08-09,Female,Nyeri,2018-04-27
391,Robert,Reed,2001-09-16,Male,Kisumu,2022-06-30
392,William,Willis,2002-12-18,Male,Nairobi,2019-11-27
393,Vincent,Sandoval,1992-07-08,Male,Nyeri,2022-08-22
394,Dawn,Cook,1976-09-03,Female,Eldoret,2020-05-30
395,Michael,Mcdaniel,1982-02-03,Male,Eldoret,2021-03-02
396,Mario,Schwartz,2003-05-12,Male,Nyeri,2023-12-02
397,Miguel,Walker,2001-08-29,Male,Nakuru,2022-01-15
398,Jared,Clark,1998-01-09,Male,Kisumu,2019-12-26
399,Jason,Bell,1965-12-31,Male,Mombasa,2020-02-14
400,Angela,Rogers,1988-06-25,Female,Eldoret,2020-03-21
401,Robert,Powers,1988-06-23,Male,Nyeri,2019-08-31
402,Victoria,Hall,1986-12-26,Female,Eldoret,2023-11-29
403,Meghan,Gonzalez,1961-11-30,Female,Nyeri,2021-01-31
404,Michele,Harris,1986-01-11,Female,Nakuru,2022-01-08
405,Nancy,Long,1969-04-10,Female,Nyeri,2018-08-31
406,Ronald,Clements,2005-05-04,Male,Nyeri,2022-12-21
407,Luis,Johnson,1993-03-14,Male,Mombasa,2022-03-15
